IonicLiuid,Cation_SMILES,Anion_SMILES,IL_SMILES,T(K),ST(exp)
[Emim][TFA],CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,313.15,48
[Emim][TFA],CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,318.15,47.8
[Emim][TFA],CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,323.15,47.5
[Emim][TFA],CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,328.15,47.2
[Emim][TFA],CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,333.15,46.9
[Emim][TFA],CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,338.15,46.5
[Emim][TFA],CCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,343.15,46.2
[EMIM]GaCl4,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,288.15,52.94
[EMIM]GaCl4,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,298.15,51.51
[EMIM]GaCl4,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,303.15,51.04
[EMIM]GaCl4,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,308.15,50.82
[EMIM]GaCl4,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,313.15,50.4
[EMIM]GaCl4,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,318.15,49.82
[EMIM]GaCl4,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,323.15,48.92
[EMIM]GaCl4,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,328.15,48.39
[EMIM]GaCl4,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,333.15,47.72
[EMIM]GaCl4,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,338.15,47.19
[EMIM]GaCl4,CCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,343.15,46.79
[EMIM][InCl4],CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,293.15,52.78
[EMIM][InCl4],CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,298.15,52.62
[EMIM][InCl4],CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,303.15,52.32
[EMIM][InCl4],CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,308.15,51.87
[EMIM][InCl4],CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,313.15,51.59
[EMIM][InCl4],CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,318.15,51.31
[EMIM][InCl4],CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,323.15,50.91
[EMIM][InCl4],CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,328.15,50.55
[EMIM][InCl4],CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,333.15,50.11
[EMIM][InCl4],CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,338.15,49.93
[EMIM][InCl4],CCN1C=C[N+](C)=C1,Cl[In-](Cl)(Cl)Cl,CCN1C=C[N+](C)=C1.Cl[In-](Cl)(Cl)Cl,343.15,49.49
[C3mim][Tf2N],CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,312.9,32.5
[C3mim][Tf2N],CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.6,31.5
[C3mim][Tf2N],CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.9,30.2
[C3mim][Tf2N],CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,393.5,28.8
[C3mim][Tf2N],CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,433.3,27.6
[C3mim][Tf2N],CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,453.2,26.8
[C3mim][Tf2N],CCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,473.15,25.4
[C3MIM][Ala],CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,293.15,50.5
[C3MIM][Ala],CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,298.15,50.1
[C3MIM][Ala],CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,303.15,49.5
[C3MIM][Ala],CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,308.15,49.3
[C3MIM][Ala],CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,313.15,48.8
[C3MIM][Ala],CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,318.15,48.5
[C3MIM][Ala],CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,323.15,48.1
[C3MIM][Ala],CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,328.15,47.7
[C3MIM][Ala],CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,333.15,47.5
[C3MIM][Ala],CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,338.15,47.3
[C3MIM][Ala],CCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,CCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,343.15,47
[C3MIM][Gly],CCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCN1C=C[N+](C)=C1.NCC([O-])=O,283.15,46.4
[C3MIM][Gly],CCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCN1C=C[N+](C)=C1.NCC([O-])=O,288.15,46.1
[C3MIM][Gly],CCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCN1C=C[N+](C)=C1.NCC([O-])=O,293.15,45.9
[C3MIM][Gly],CCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCN1C=C[N+](C)=C1.NCC([O-])=O,298.15,45.6
[C3MIM][Gly],CCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCN1C=C[N+](C)=C1.NCC([O-])=O,303.15,45.3
[C3MIM][Gly],CCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCN1C=C[N+](C)=C1.NCC([O-])=O,308.15,45
[C3MIM][Gly],CCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCN1C=C[N+](C)=C1.NCC([O-])=O,313.15,44.7
[C3MIM][Gly],CCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCN1C=C[N+](C)=C1.NCC([O-])=O,318.15,44.4
[C3MIM][Gly],CCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCN1C=C[N+](C)=C1.NCC([O-])=O,323.15,44
[C3MIM][Gly],CCCN1C=C[N+](C)=C1,NCC([O-])=O,CCCN1C=C[N+](C)=C1.NCC([O-])=O,328.15,43.7
[C3MIM][Val],CCCN1C=C[N+](C)=C1,CC(C)C(N)C([O-])=O,CCCN1C=C[N+](C)=C1.CC(C)C(N)C([O-])=O,298.15,37.8
[C3mim][Tau] taurate,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,288.15,50.4
[C3mim][Tau] taurate,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,293.15,50
[C3mim][Tau] taurate,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,298.15,49.5
[C3mim][Tau] taurate,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,303.15,49.1
[C3mim][Tau] taurate,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,308.15,48.7
[C3mim][Tau] taurate,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,313.15,48.3
[C3mim][Tau] taurate,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,318.15,48
[C3mim][Tau] taurate,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,323.15,47.6
[C3mim][Tau] taurate,CCCN1C=C[N+](C)=C1,NCCS([O-])(=O)=O,CCCN1C=C[N+](C)=C1.NCCS([O-])(=O)=O,328.15,47.1
[C3MIM][Glu],CCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,298.15,60.8
[C3MIM][Glu],CCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,318.15,54.7
[C3MIM][Glu],CCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,323.15,53.2
[C3MIM][Glu],CCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,328.15,51.8
[C3MIM][Glu],CCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,333.15,50.1
[C3MIM][Glu],CCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,CCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,338.15,48.7
[C3MIM][Ace],CCCN1C=C[N+](C)=C1,CC([O-])=O,CCCN1C=C[N+](C)=C1.CC([O-])=O,298.15,36.8
[C3MIM][Ace],CCCN1C=C[N+](C)=C1,CC([O-])=O,CCCN1C=C[N+](C)=C1.CC([O-])=O,303.15,36.3
[C3MIM][Ace],CCCN1C=C[N+](C)=C1,CC([O-])=O,CCCN1C=C[N+](C)=C1.CC([O-])=O,308.15,35.8
[C3MIM][Ace],CCCN1C=C[N+](C)=C1,CC([O-])=O,CCCN1C=C[N+](C)=C1.CC([O-])=O,313.15,35.4
[C3MIM][Ace],CCCN1C=C[N+](C)=C1,CC([O-])=O,CCCN1C=C[N+](C)=C1.CC([O-])=O,318.15,35.1
[C3MIM][Ace],CCCN1C=C[N+](C)=C1,CC([O-])=O,CCCN1C=C[N+](C)=C1.CC([O-])=O,323.15,34.7
[C3MIM][Ace],CCCN1C=C[N+](C)=C1,CC([O-])=O,CCCN1C=C[N+](C)=C1.CC([O-])=O,328.15,34.4
[C3MIM][Ace],CCCN1C=C[N+](C)=C1,CC([O-])=O,CCCN1C=C[N+](C)=C1.CC([O-])=O,333.15,33.9
[C3MIM][Ace],CCCN1C=C[N+](C)=C1,CC([O-])=O,CCCN1C=C[N+](C)=C1.CC([O-])=O,338.15,33.4
[C3MIM][Prop],CCCN1C=C[N+](C)=C1,CCC([O-])=O,CCCN1C=C[N+](C)=C1.CCC([O-])=O,298.15,38.4
[C3MIM][NO3],CCCN1C=C[N+](C)=C1,[O-]N(=O)=O,CCCN1C=C[N+](C)=C1.[O-]N(=O)=O,297.15,54.5
[C3mim]Br,CCCN1C=C[N+](C)=C1,[Br-],CCCN1C=C[N+](C)=C1.[Br-],328.55,55.07
[C3mim]Br,CCCN1C=C[N+](C)=C1,[Br-],CCCN1C=C[N+](C)=C1.[Br-],337.75,54.69
[C3mim]Br,CCCN1C=C[N+](C)=C1,[Br-],CCCN1C=C[N+](C)=C1.[Br-],347.98,53.66
[C3mim]Br,CCCN1C=C[N+](C)=C1,[Br-],CCCN1C=C[N+](C)=C1.[Br-],358.15,52.86
[C3mim]Br,CCCN1C=C[N+](C)=C1,[Br-],CCCN1C=C[N+](C)=C1.[Br-],362.78,52.94
[C3MIM][TFA],CCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,293.15,46.4
[C3MIM][TFA],CCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,298.15,46.1
[C3MIM][TFA],CCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,308.15,45.4
[C3MIM][TFA],CCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,318.15,44.8
[C3MIM][TFA],CCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,328.15,44.2
[C3MIM][TFA],CCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,338.15,43.7
[C3MIM][TFA],CCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,CCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,343.15,43.5
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,298.15,43.6
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,303.15,43.3
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,308.15,43
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,313.15,42.7
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,318.15,42.3
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,323.15,42
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,328.15,41.8
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,333.15,41.5
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,338.15,41.2
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,343.15,40.9
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,348.15,40.7
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,353.15,40.4
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,358.15,40.2
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,363.15,39.8
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,368.15,39.5
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,373.15,39.2
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,378.15,39
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,383.15,38.8
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,388.15,38.5
[Bmim][BF4],CCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,CCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,393.15,38.2
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,298.15,47.5
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,303.15,47.2
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,308.15,46.9
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,313.15,46.5
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,318.15,46
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,323.15,45.6
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,328.15,45.3
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,333.15,44.9
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,338.15,44.6
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,343.15,44.3
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,348.15,43.8
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,353.15,43.5
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,358.15,43.1
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,363.15,42.8
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,368.15,42.4
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,373.15,42.1
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,378.15,41.7
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,383.15,41.3
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,388.15,41.1
[Bmim][PF6],CCCCN1C=C[N+](C)=C1,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](C)=C1.F[P-](F)(F)(F)(F)F,393.15,40.8
[Bmim][Tf2N],CCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,33.6
[Bmim][Tf2N],CCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.15,33.09
[Bmim][Tf2N],CCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,32.5
[Bmim][Tf2N],CCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.15,31.92
[Bmim][Tf2N],CCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,31.35
[Bmim][Tf2N],CCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,30.9
[Bmim][EtSO4],CCCCN1C=C[N+](C)=C1,CCOS([O-])(=O)=O,CCCCN1C=C[N+](C)=C1.CCOS([O-])(=O)=O,298.15,36.38
[Bmim][EtSO4],CCCCN1C=C[N+](C)=C1,CCOS([O-])(=O)=O,CCCCN1C=C[N+](C)=C1.CCOS([O-])(=O)=O,313.15,33.91
[BMIM][MeSO4],CCCCN1C=C[N+](C)=C1,COS([O-])(=O)=O,CCCCN1C=C[N+](C)=C1.COS([O-])(=O)=O,283.15,45.9
[BMIM][MeSO4],CCCCN1C=C[N+](C)=C1,COS([O-])(=O)=O,CCCCN1C=C[N+](C)=C1.COS([O-])(=O)=O,288.15,45
[BMIM][MeSO4],CCCCN1C=C[N+](C)=C1,COS([O-])(=O)=O,CCCCN1C=C[N+](C)=C1.COS([O-])(=O)=O,293.15,44.1
[BMIM][MeSO4],CCCCN1C=C[N+](C)=C1,COS([O-])(=O)=O,CCCCN1C=C[N+](C)=C1.COS([O-])(=O)=O,298.15,43.3
[BMIM][MeSO4],CCCCN1C=C[N+](C)=C1,COS([O-])(=O)=O,CCCCN1C=C[N+](C)=C1.COS([O-])(=O)=O,303.15,42.8
[BMIM][MeSO4],CCCCN1C=C[N+](C)=C1,COS([O-])(=O)=O,CCCCN1C=C[N+](C)=C1.COS([O-])(=O)=O,308.15,42.3
[BMIM][MeSO4],CCCCN1C=C[N+](C)=C1,COS([O-])(=O)=O,CCCCN1C=C[N+](C)=C1.COS([O-])(=O)=O,313.15,41.8
[Bmim]octylsulfate,CCCCN1C=C[N+](C)=C1,CCCCCCCCOS([O-])(=O)=O,CCCCN1C=C[N+](C)=C1.CCCCCCCCOS([O-])(=O)=O,278.75,28.08
[Bmim]octylsulfate,CCCCN1C=C[N+](C)=C1,CCCCCCCCOS([O-])(=O)=O,CCCCN1C=C[N+](C)=C1.CCCCCCCCOS([O-])(=O)=O,288.15,27.29
[Bmim]octylsulfate,CCCCN1C=C[N+](C)=C1,CCCCCCCCOS([O-])(=O)=O,CCCCN1C=C[N+](C)=C1.CCCCCCCCOS([O-])(=O)=O,298.15,26.71
[Bmim]octylsulfate,CCCCN1C=C[N+](C)=C1,CCCCCCCCOS([O-])(=O)=O,CCCCN1C=C[N+](C)=C1.CCCCCCCCOS([O-])(=O)=O,308.15,26.27
